POI_ID,Observacion,Tipo_error
1224561863,ninguna,Error tipo 1
1262969885,ninguna,Error tipo 1
1262969888,ninguna,Error tipo 1
1262969886,ninguna,Error tipo 1
1262969882,ninguna,Error tipo 1
1262969881,ninguna,Error tipo 1
1262969879,ninguna,Error tipo 1
1203168084,ninguna,Error tipo 1
1059405201,ninguna,Error tipo 1
1222653375,ninguna,Error tipo 1
1011389129,ninguna,Error tipo 1
