POI_ID,Contiene_árbol,Contiene_estructura,Contiene_tren,Contiene_agua,Sin_detecciones,Objetos_detectados,lat,lon
1244944824,False,False,False,False,True,Ninguno,19.270560000000003,-99.64039999999997
1200787905,False,False,False,False,True,Ninguno,19.271009999999997,-99.63758000000004
1178940044,False,False,False,False,True,Ninguno,19.271009999999997,-99.63758000000004
1178940773,False,False,False,False,True,Ninguno,19.271009999999997,-99.63758000000004
1164892023,False,False,False,False,True,Ninguno,19.27045,-99.62956999999999
1154356661,False,False,False,False,True,Ninguno,19.270560000000014,-99.62970000000003
1154356662,False,False,False,False,True,Ninguno,19.270560000000014,-99.62970000000003
1059482895,False,False,False,False,True,Ninguno,19.270550000000004,-99.62733000000004
1112899769,False,False,False,False,True,Ninguno,19.271380000000004,-99.62584999999997
1244437412,False,False,False,False,True,Ninguno,19.270690000000005,-99.64456000000003
1178940774,False,False,False,False,True,Ninguno,19.271009999999997,-99.63758000000004
1178940776,False,False,False,False,True,Ninguno,19.271009999999997,-99.63758000000004
1178940778,False,False,False,False,True,Ninguno,19.271009999999997,-99.63758000000004
1178943281,False,False,False,False,True,Ninguno,19.271289999999997,-99.64231000000002
1178943306,False,False,False,False,True,Ninguno,19.271280000000008,-99.63645999999996
1178943307,False,False,False,False,True,Ninguno,19.271280000000008,-99.63645999999996
1179042772,False,False,False,False,True,Ninguno,19.271280000000008,-99.63645999999996
1214190093,False,False,False,False,True,Ninguno,19.271280000000008,-99.64164999999997
1178942630,False,False,False,False,True,Ninguno,19.271280000000008,-99.64164999999997
1179042773,False,False,False,False,True,Ninguno,19.271280000000008,-99.63645999999996
1262693538,False,False,False,False,True,Ninguno,19.271280000000008,-99.64164999999997
1178937125,False,False,False,False,True,Ninguno,19.27125000000001,-99.64736
1137411031,False,False,False,False,True,Ninguno,19.271249999999995,-99.64676999999999
1178919087,False,False,False,False,True,Ninguno,19.27127,-99.64619999999998
1178943278,False,False,False,False,True,Ninguno,19.271380000000004,-99.64240999999998
1178942631,False,False,False,False,True,Ninguno,19.271990000000002,-99.64162000000007
1179042186,False,False,False,False,True,Ninguno,19.271799999999992,-99.63308999999998
1179042187,False,False,False,False,True,Ninguno,19.271799999999992,-99.63308999999998
1178943279,False,False,False,False,True,Ninguno,19.271579999999997,-99.64261999999995
1178943280,False,False,False,False,True,Ninguno,19.271579999999997,-99.64261999999995
1178942781,False,False,False,False,True,Ninguno,19.271640000000005,-99.6400000000001
1178942820,False,False,False,False,True,Ninguno,19.271840000000008,-99.63919000000004
1178939475,False,False,False,False,True,Ninguno,19.272180000000002,-99.64330999999997
1178942632,False,False,False,False,True,Ninguno,19.271990000000002,-99.64162000000007
1178939476,False,False,False,False,True,Ninguno,19.272180000000002,-99.64330999999997
1178939476,False,False,False,False,True,Ninguno,19.272180000000002,-99.64330999999997
1178942822,False,False,False,False,True,Ninguno,19.271840000000008,-99.63919000000004
1178939490,False,False,False,False,True,Ninguno,19.272180000000002,-99.64330999999997
1178939491,False,False,False,False,True,Ninguno,19.272180000000002,-99.64330999999997
1244288145,False,False,False,False,True,Ninguno,19.272180000000002,-99.64330999999997
1233550396,False,False,False,False,True,Ninguno,19.272180000000002,-99.64330999999997
1233550396,False,False,False,False,True,Ninguno,19.272180000000002,-99.64330999999997
1222702390,False,False,False,False,True,Ninguno,19.272049999999997,-99.63844
1059323113,False,False,False,False,True,Ninguno,19.270450000000007,-99.56497000000005
1059451686,False,False,False,False,True,Ninguno,19.270610000000012,-99.53432000000008
1244750190,False,False,False,False,True,Ninguno,19.270589999999995,-99.5331
1048910110,False,False,False,False,True,Ninguno,19.270589999999995,-99.5331
1244750190,False,False,False,False,True,Ninguno,19.270589999999995,-99.5331
1209448915,False,False,False,False,True,Ninguno,19.270420000000005,-99.59351999999996
1048912755,False,False,False,False,True,Ninguno,19.2706,-99.58851
1244301305,False,False,False,False,True,Ninguno,19.270929999999996,-99.59387999999996
1210199641,False,False,False,False,True,Ninguno,19.271459999999998,-99.62210000000005
1192314136,False,False,False,False,True,Ninguno,19.271440000000002,-99.60146000000005
1164892456,False,False,False,False,True,Ninguno,19.271479999999997,-99.60710000000002
1202593003,False,False,False,False,True,Ninguno,19.271240000000002,-99.50578999999996
1202593004,False,False,False,False,True,Ninguno,19.271240000000002,-99.50578999999996
1112899784,False,False,False,False,True,Ninguno,19.271140000000003,-99.52663000000004
1244316104,False,False,False,False,True,Ninguno,19.271140000000003,-99.52663000000004
1202926149,False,False,False,False,True,Ninguno,19.271449999999998,-99.51314000000002
1059360158,False,False,False,False,True,Ninguno,19.271459999999998,-99.62210000000005
1233459487,False,False,False,False,True,Ninguno,19.271479999999997,-99.60710000000002
1244317046,False,False,False,False,True,Ninguno,19.27152,-99.59516000000005
1244288609,False,False,False,False,True,Ninguno,19.271310000000007,-99.59805000000001
1192817746,False,False,False,False,True,Ninguno,19.271479999999997,-99.60710000000002
